author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
ID 96167522,realtor,https://www.cian.ru/sale/flat/295766411/,Москва,sale,flat,9,9,1,35.3,-1,0,8977500.0,Люблино, Верхние Поля,27С2,Братиславская,
КОРТРОС,developer,https://www.cian.ru/sale/flat/289877836/,Москва,sale,flat,47,51,1,30.08,-1,0,18767513.0,Пресненский,Шелепихинское шоссе,,Шелепиха,Headliner
ID 96167522,realtor,https://www.cian.ru/sale/flat/299789518/,Москва,sale,flat,6,9,1,26.9,-1,0,6507900.0,Люблино, Верхние Поля,27С2,Братиславская,
Level Group,developer,https://www.cian.ru/sale/flat/301557021/,Москва,sale,flat,11,31,1,33.9,-1,0,,Западное Дегунино,Ильменский проезд,10С3а,Селигерская,Level Селигерская
ID 96167522,realtor,https://www.cian.ru/sale/flat/301361857/,Москва,sale,flat,5,9,1,29.5,-1,0,6688500.0,Люблино, Верхние Поля,27С2,Братиславская,
Level Group,developer,https://www.cian.ru/sale/flat/301556311/,Москва,sale,flat,2,37,1,35.0,-1,0,,Нижегородский,,,Нижегородская,Левел Нижегородская ЖК
ID 96167522,realtor,https://www.cian.ru/sale/flat/298016618/,Москва,sale,flat,4,9,1,36.1,-1,0,9120000.0,Люблино, Верхние Поля,27С2,Братиславская,
MR Group,developer,https://www.cian.ru/sale/flat/295831754/,Москва,sale,flat,2,48,1,41.84,-1,0,13578463.0,Покровское-Стрешнево,Волоколамское шоссе,95/1к1,Трикотажная,City Bay
ID 96167522,realtor,https://www.cian.ru/sale/flat/298016388/,Москва,sale,flat,1,9,1,29.8,-1,0,6370000.0,Люблино, Верхние Поля,27С2,Братиславская,
St Michael,developer,https://www.cian.ru/sale/flat/298001363/,Москва,sale,flat,18,21,1,35.58,-1,0,15904625.0,Хорошевский,,,Полежаевская,Зорге 9 ЖК
ID 96167522,realtor,https://www.cian.ru/sale/flat/296746996/,Москва,sale,flat,9,9,1,35.1,-1,0,7220000.0,Люблино, Верхние Поля,27С2,Братиславская,
Трансстройинвест,developer,https://www.cian.ru/sale/flat/296222966/,Москва,sale,flat,16,22,1,48.6,-1,0,27343186.0,Останкинский,проспект Мира,105,ВДНХ,Сенатор
ID 96167522,realtor,https://www.cian.ru/sale/flat/294228710/,Москва,sale,flat,8,9,1,37.0,-1,0,9215000.0,Люблино, Верхние Поля,27С2,Братиславская,
РКС Девелопмент,developer,https://www.cian.ru/sale/flat/301447654/,Москва,sale,flat,2,10,1,38.19,-1,0,15805008.0,Даниловский,Автозаводская ,24К1,Тульская,Дом на набережной INSIDER
ID 96167522,realtor,https://www.cian.ru/sale/flat/294226529/,Москва,sale,flat,5,9,1,36.1,-1,0,9120000.0,Люблино, Верхние Поля,27С2,Братиславская,
КОРТРОС,developer,https://www.cian.ru/sale/flat/301449010/,Москва,sale,flat,20,26,1,25.4,-1,0,13208000.0,Останкинский,,,ВДНХ,АйЛав ЖК
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/301520908/,Москва,sale,flat,3,14,1,62.0,-1,0,63000000.0,Замоскворечье,Мытная ,7с1,Серпуховская,Английский квартал
Абсолют Недвижимость,developer,https://www.cian.ru/sale/flat/298891702/,Москва,sale,flat,2,17,1,35.7,-1,0,9755689.0,,,,Мичуринец,Переделкино Ближнее Город-парк
ID 96167522,realtor,https://www.cian.ru/sale/flat/296747241/,Москва,sale,flat,4,9,1,36.0,-1,0,9120000.0,Люблино, Верхние Поля,27С2,Братиславская,
Optima Development,developer,https://www.cian.ru/sale/flat/301275528/,Москва,sale,flat,11,41,1,40.2,-1,0,33369885.0,Хорошевский,Ленинградский проспект,37/7,Аэропорт,Прайм Парк
ID 96167522,realtor,https://www.cian.ru/sale/flat/294926973/,Москва,sale,flat,7,9,1,36.9,-1,0,9215000.0,Люблино, Верхние Поля,27С2,Братиславская,
Новые Ватутинки,developer,https://www.cian.ru/sale/flat/301563956/,Москва,sale,flat,7,12,1,43.8,-1,0,10218540.0,,,5/2,Аэропорт Внуково,"Новые Ватутинки, мкр. Заречный"
ID 96167522,realtor,https://www.cian.ru/sale/flat/298882717/,Москва,sale,flat,9,9,1,36.5,-1,0,9215000.0,Люблино, Верхние Поля,27С2,Братиславская,
Level Group,developer,https://www.cian.ru/sale/flat/300674133/,Москва,sale,flat,4,17,1,36.1,-1,0,,Басманный,Большая Почтовая ,,Электрозаводская,Level Бауманская
ID 96167522,realtor,https://www.cian.ru/sale/flat/297465291/,Москва,sale,flat,7,9,1,36.3,-1,0,9215000.0,Люблино, Верхние Поля,27С2,Братиславская,
А101,developer,https://www.cian.ru/sale/flat/296534525/,Москва,sale,flat,4,17,1,20.9,-1,0,7590237.0,,,7.1,Бунинская аллея,Бунинские Кварталы ЖК
ID 96167522,realtor,https://www.cian.ru/sale/flat/295766589/,Москва,sale,flat,9,9,1,35.9,-1,0,9072500.0,Люблино, Верхние Поля,27С2,Братиславская,
А101,developer,https://www.cian.ru/sale/flat/291999825/,Москва,sale,flat,9,30,1,33.2,-1,0,9971764.0,Южное Бутово,м. Бунинская аллея,,Бунинская аллея,Южные Сады ЖК
ГОРОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/299486441/,Москва,sale,flat,6,12,1,41.15,-1,0,13400000.0,Нагатинский затон,Коломенская ,21К1,Кленовый бульвар,
Level Group,developer,https://www.cian.ru/sale/flat/301405688/,Москва,sale,flat,23,26,1,33.6,-1,0,,Нагатино-Садовники,Нагатинская набережная,10АС3,Нагатинская,Level Нагатинская
ГОРОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/299055856/,Москва,sale,flat,2,9,1,33.6,-1,0,15500000.0,Мещанский,Трифоновская ,56,Рижская,
Level Group,developer,https://www.cian.ru/sale/flat/301554369/,Москва,sale,flat,2,12,1,30.6,-1,0,,Очаково-Матвеевское,,к9,Аминьевская,Левел Мичуринский ЖК
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/299093726/,Москва,sale,flat,4,4,1,39.9,-1,0,11700000.0,Южное Тушино,Окружная ,2,Трикотажная,
А101,developer,https://www.cian.ru/sale/flat/296804819/,Москва,sale,flat,5,13,1,32.5,-1,0,8749863.0,,,6.1.1,Коммунарка,Дзен-кварталы ЖК
ID 16206164,homeowner,https://www.cian.ru/sale/flat/301408225/,Москва,sale,flat,22,24,1,42.7,-1,0,19500000.0,Даниловский,Автозаводская ,23Бк2,ЗИЛ,Парк Легенд
Группа Аквилон,developer,https://www.cian.ru/sale/flat/301688418/,Москва,sale,flat,3,28,1,32.92,-1,0,11496421.0,Нижегородский,,,Нижегородская,Аквилон Бисайд 2.0 ЖК
ID 13544436,realtor,https://www.cian.ru/sale/flat/299397912/,Москва,sale,flat,12,16,1,38.5,-1,0,11900000.0,,проспект Магеллана,5,Филатов Луг,
А101,developer,https://www.cian.ru/sale/flat/292609319/,Москва,sale,flat,3,13,1,32.9,-1,0,9657426.0,,,,Прокшино,Прокшино ЖК
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/300812067/,Москва,sale,flat,8,17,1,36.2,-1,0,27000000.0,Тверской,Садовая-Триумфальная ,22/31,Маяковская,
ID 114800637,developer,https://www.cian.ru/sale/flat/300193663/,Москва,sale,flat,6,14,1,38.94,-1,0,9109030.0,Силино,проспект Генерала Алексеева,17с1,Зеленоград — Крюково,Апарт-отель Сигма Силино
ID 112582351,realtor,https://www.cian.ru/sale/flat/301044096/,Москва,sale,flat,12,22,1,20.5,-1,0,9200000.0,Тропарево-Никулино,Ленинский проспект,158,Юго-Западная,
Apsis Globe,developer,https://www.cian.ru/sale/flat/296193001/,Москва,sale,flat,6,9,1,37.04,-1,0,10800000.0,Косино-Ухтомский, Николая Старостина,вл14,Реутов,МФК CITIMIX Новокосино
ХОРЕКА ИНВЕСТ,real_estate_agent,https://www.cian.ru/sale/flat/292414373/,Москва,sale,flat,16,22,1,14.3,-1,0,7450000.0,Тропарево-Никулино,Ленинский проспект,158,Юго-Западная,
А101,developer,https://www.cian.ru/sale/flat/288821957/,Москва,sale,flat,3,16,1,36.2,-1,0,20367033.0,Сокол, Зорге,25С2,Зорге,Дом на Зорге
ID 33199158,unknown,https://www.cian.ru/sale/flat/292196992/,Москва,sale,flat,1,4,1,41.3,-1,0,6800000.0,, Жемчужная,1к4,Филатов Луг,Марьино Град
А101,developer,https://www.cian.ru/sale/flat/290946569/,Москва,sale,flat,2,18,1,22.3,-1,0,7690741.0,,,37.2.1,Бунинская аллея,Скандинавия ЖК
MERSI,real_estate_agent,https://www.cian.ru/sale/flat/299203398/,Москва,sale,flat,6,18,1,40.9,-1,0,17400000.0,Академический,Новочеремушкинская ,35к2,Профсоюзная,
А101,developer,https://www.cian.ru/sale/flat/301534519/,Москва,sale,flat,2,10,1,35.6,-1,0,6924833.0,,,,Толстопальцево,Родные кварталы
ID 85283713,homeowner,https://www.cian.ru/sale/flat/301519256/,Москва,sale,flat,24,24,1,42.0,-1,0,12200000.0,Северное Бутово, Грина,1к8,Бульвар Дмитрия Донского,
А101,developer,https://www.cian.ru/sale/flat/292131403/,Москва,sale,flat,9,15,1,33.5,-1,0,8128776.0,,,,Ольховая,Деснаречье ЖК
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/300140948/,Москва,sale,flat,11,20,1,44.0,-1,0,22500000.0,Левобережный,Ленинградское шоссе,69,Беломорская,Aquatoria
MR Group,developer,https://www.cian.ru/sale/flat/300289063/,Москва,sale,flat,18,54,1,41.04,-1,0,20348929.0,Савеловский,2-я Хуторская ,34,Дмитровская,SYMPHONY 34
PROНЕДВИЖИМОСТЬ,real_estate_agent,https://www.cian.ru/sale/flat/298376026/,Москва,sale,flat,15,30,1,37.5,-1,0,14500000.0,Южнопортовый,Волгоградский проспект,32/5к1,Угрешская,
MR Group,developer,https://www.cian.ru/sale/flat/300287763/,Москва,sale,flat,6,43,1,37.36,-1,0,20268062.0,Савеловский,2-я Хуторская ,34,Дмитровская,SYMPHONY 34
Максим  Колесников,realtor,https://www.cian.ru/sale/flat/301350226/,Москва,sale,flat,21,25,1,33.5,-1,0,11950000.0,Кунцево,№ 100 кв-л,1к3,Павшино,Мякинино парк
Основа,developer,https://www.cian.ru/sale/flat/286346467/,Москва,sale,flat,-1,-1,-1,202.0,-1,0,17580720.0,Черемушки, Наметкина,вл10,Новые Черёмушки,Nametkin Tower
ХОРЕКА ИНВЕСТ,real_estate_agent,https://www.cian.ru/sale/flat/294621795/,Москва,sale,flat,11,22,1,21.3,-1,0,8600000.0,Тропарево-Никулино,Ленинский проспект,158,Юго-Западная,
Regions Development,developer,https://www.cian.ru/sale/flat/301581383/,Москва,sale,flat,9,17,1,45.47,-1,0,22641734.0,Преображенское,Жилой комплекс Преображенская площадь,,Преображенская площадь,Преображенская площадь
ХОРЕКА ИНВЕСТ,real_estate_agent,https://www.cian.ru/sale/flat/294623881/,Москва,sale,flat,15,22,1,19.9,-1,0,8060000.0,Тропарево-Никулино,Ленинский проспект,158,Юго-Западная,
Рублево-Архангельское,developer,https://www.cian.ru/sale/flat/298516536/,Москва,sale,flat,7,11,1,46.6,-1,0,25047500.0,,,В14 кв-л,Павшино,Сберсити ЖК
MOD estate,real_estate_agent,https://www.cian.ru/sale/flat/300692806/,Москва,sale,flat,6,19,1,34.2,-1,0,8892000.0,Митино,Северо-Западный ао,2.3,Пятницкое шоссе,Митинский Лес ЖК
MR Group,developer,https://www.cian.ru/sale/flat/300737605/,Москва,sale,flat,19,37,1,47.3,-1,0,33487226.0,Беговой,Ленинградский проспект,вл8,Белорусская,Slava
Msk Estate,real_estate_agent,https://www.cian.ru/sale/flat/300858701/,Москва,sale,flat,6,22,1,17.3,-1,0,8590000.0,Тропарево-Никулино,Ленинский проспект,158,Юго-Западная,
3SGroup,developer,https://www.cian.ru/sale/flat/299381193/,Москва,sale,flat,10,17,1,33.2,-1,0,9858408.0,,,,Корниловская,FOREVILLE
Князев и Партнёры,real_estate_agent,https://www.cian.ru/sale/flat/300938234/,Москва,sale,flat,2,2,1,30.0,-1,0,9900000.0,Текстильщики,Грайвороновская ,4С2,Текстильщики,
